CommunityID,NodeID
94,122076
94,218334
94,390369
94,193766
94,206055
94,1259
94,447723
94,146670
94,154863
94,212209
94,365809
94,517363
94,183538
94,515321
94,140538
94,527619
94,111875
94,306437
94,120073
94,447756
94,9487
94,109839
94,58641
94,435478
94,552216
94,316697
94,208154
94,277787
94,529692
94,305144
94,152862
94,355615
94,322849
94,93476
94,517418
94,349482
94,341293
94,19760
94,183602
94,558390
94,341303
94,181563
94,290112
94,275779
94,531785
94,120140
94,255308
94,122197
94,17755
94,38243
94,384358
94,87399
94,533864
94,128363
94,466285
94,93555
94,210291
94,161147
94,241027
94,429444
94,447877
94,490889
94,109962
94,513420
94,165263
94,288146
94,85395
94,497049
94,69024
94,5538
94,390571
94,187820
94,306609
94,298417
94,97715
94,460216
94,366009
94,161214
94,120256
94,419269
94,421324
94,243150
94,515539
94,402904
94,191962
94,296410
94,19944
94,79338
94,333293
94,263663
94,38384
94,306674
94,247282
94,550390
94,3574
94,286203
94,556543
94,323077
94,255503
94,222735
94,232980
94,394776
94,60952
94,486947
94,527911
94,474664
94,331312
94,118321
94,298547
94,50740
94,194104
94,118330
94,489021
94,22080
94,470592
94,556611
94,13893
94,394825
94,177737
94,208463
94,99922
94,564821
94,327253
94,568926
94,36450
94,177764
94,560744
94,26221
94,110194
94,540276
94,167547
94,327297
94,114306
94,310917
94,198277
94,145031
94,444040
94,478861
94,79501
94,491154
94,79510
94,495256
94,427679
94,442020
94,358055
94,208561
94,169651
94,423611
94,450247
94,337608
94,370378
94,536268
94,552652
94,460496
94,73424
94,22234
94,442076
94,536288
94,415458
94,487139
94,499431
94,24300
94,552691
94,122619
94,573182
94,562944
94,128780
94,61198
94,247567
94,519953
94,286481
94,24339
94,368405
94,304917
94,483100
94,489246
94,358176
94,114468
94,44836
94,196396
94,163629
94,382770
94,237363
94,22327
94,153402
94,75582
94,390981
94,509770
94,274251
94,481099
94,81745
94,374613
94,468822
94,300888
94,337752
94,393055
94,94048
94,356192
94,509794
94,503651
94,53097
94,73587
94,227189
94,534390
94,186245
94,1925
94,257933
94,124819
94,575390
94,376736
94,548769
94,237483
94,16300
94,20397
94,477102
94,92076
94,110517
94,487352
94,567231
94,106431
94,532426
94,344011
94,282572
94,92109
94,28623
94,309202
94,307160
94,36828
94,276445
94,511967
94,200674
94,227299
94,274404
94,348134
94,401384
94,217067
94,274420
94,575477
94,387064
94,299003
94,557053
95,508888
95,570323
95,495373
95,195699
96,9675
96,263135
97,462969
97,330902
98,266361
98,204689
98,279685
99,485564
99,391487
100,219237
100,399749
100,459327
101,340779
101,207437
102,401153
102,439132
103,482756
103,177144
103,170857
103,249626
103,343373
103,164318
104,68464
104,476378
105,551555
105,103876
105,80885
105,448967
105,235465
105,421935
105,371103
106,471856
106,17506
106,106622
107,456627
107,162475
108,282112
108,126769
109,141761
109,160637
110,339717
110,178671
111,140633
111,511859
112,207113
112,372181
113,77724
113,422927
114,121466
114,218324
115,165723
115,208941
115,429717
115,376111
116,574362
116,292598
116,468727
117,43385
117,502357
117,41974
118,516509
118,55655
119,393249
119,30517
119,389047
120,18732
120,46313
120,283179
120,200924
120,124957
120,242252
121,529225
121,99876
122,209937
122,112284
123,479259
123,226036
123,280006
123,191663
124,294836
124,539172
125,146105
125,71629
126,459440
126,126951
127,451144
127,40339
127,503806
128,563756
128,401710
129,451490
129,519034
129,235890
129,120158
130,440712
130,496523
131,78656
131,80604
132,160857
132,116257
132,175565
133,316136
133,272663
134,211369
134,390106
134,492691
135,179779
135,491183
136,410298
136,502172
136,474202
136,419116
137,57868
137,574814
138,256531
138,71637
138,50998
138,509031
138,133702
139,351470
139,236694
140,263523
140,518211
141,202528
141,516427
141,272421
142,146408
142,64997
143,181736
143,279309
144,217603
144,120485
144,419431
144,230971
144,214476
144,541471
145,314538
145,214967
146,437089
146,469988
146,402727
146,408136
146,10281
146,87099
146,369812
146,515387
147,358323
147,62741
148,492065
148,235094
148,124063
149,14370
149,94717
150,301899
150,491390
151,138712
151,369236
151,348949
152,109107
152,360668
152,475445
153,111590
153,458735
154,479050
154,3955
154,76227
155,254048
155,458104
155,219943
155,153615
156,474880
156,475233
156,182882
156,257228
156,363918
156,231343
156,570322
156,11451
156,24572
157,146728
157,357833
158,493760
158,555975
158,62601
158,276139
158,480491
159,91921
159,225468
160,198664
160,483317
160,131390
161,111456
161,498866
161,524223
162,491177
162,128378
162,432355
163,543706
163,266803
163,102854
163,23
164,540400
164,431805
164,486871
165,297161
165,9789
165,374453
166,166176
166,262181
167,558337
167,87811
168,175494
168,393
168,135821
168,115086
168,524944
168,115921
168,573208
168,94685
168,530078
168,76000
168,500644
168,360487
168,470825
168,236911
168,299569
168,93883
168,186428
169,400540
169,322359
170,501938
170,20476
171,474000
171,144411
171,226709
172,542816
172,502505
173,209731
173,13574
173,45322
173,50859
173,109485
173,19086
173,432271
173,57522
173,451987
173,564467
173,545270
173,41945
173,363675
173,455260
174,139218
174,65779
174,568627
174,404341
174,488686
175,49612
175,72262
176,46314
176,140254
177,417728
177,51913
177,529833
177,143915
177,51885
177,154702
177,38349
177,496819
177,465236
177,222904
177,353401
177,248124
177,447773
178,136528
178,506059
178,79557
179,488545
179,335583
179,114872
179,564106
179,241181
179,396186
180,204223
180,32275
180,531964
180,65999
181,339706
181,506964
181,104815
182,435419
182,104199
183,130017
183,393036
184,311059
184,451284
184,412477
185,178028
185,514835
185,440607
185,346255
186,50690
186,8747
187,539585
187,165189
187,248517
187,530089
187,546157
187,7727
187,459760
187,415441
187,490579
187,570521
187,197050
187,140636
187,110585
188,363616
188,535067
188,383685
188,162153
188,316751
188,472975
188,262450
188,166102
188,213464
188,326171
188,6271
189,367368
189,572517
189,18765
190,141200
190,250084
190,304360
190,55065
190,427385
191,445305
191,192387
191,529583
192,307314
192,154709
192,220857
192,317164
192,565119
193,205794
193,281067
193,573762
194,406228
194,473734
194,229831
195,286928
195,382874
195,317948
196,69018
196,152706
197,26547
197,127878
198,31307
198,443238
199,283028
199,480022
199,187864
199,130731
199,73036
199,413886
200,410312
200,259606
201,476874
201,435350
202,517970
202,34189
203,418681
203,262878
204,135730
204,378828
205,506733
205,109598
206,518216
206,62773
206,569012
206,435997
207,374337
207,431891
208,537166
208,164118
209,353088
209,387809
209,415514
210,439080
210,496301
211,425810
211,325175
211,263901
211,377018
211,238843
211,149181
211,51423
212,371490
212,381795
212,351460
212,356426
212,483274
212,203951
212,417147
212,35285
212,331925
212,538873
212,293435
212,388319
213,517144
213,84075
213,49231
214,92176
214,347237
215,10984
215,398351
216,299970
216,53763
216,325802
216,397842
216,82196
216,537846
216,387131
216,324252
217,528569
217,492437
217,293017
217,445900
217,479407
218,146889
218,116211
219,138476
219,448365
220,575978
220,325614
221,290328
221,178875
221,423404
221,503283
222,405505
222,24868
222,408171
222,282668
222,118029
222,351760
222,59892
222,304278
223,319905
223,416518
224,106453
224,525622
225,165477
225,405694
226,534642
226,206475
227,447450
227,428923
228,298727
228,118926
228,287895
229,353977
229,446990
229,30295
230,571595
230,542300
231,331488
231,51826
231,160756
232,552217
232,144773
233,489329
233,191475
233,24564
234,15681
234,89113
234,243500
234,140825
235,272397
235,567667
235,400853
235,482174
236,59934
236,77047
237,521038
237,279766
238,450872
238,63500
238,198909
239,529171
239,387070
240,289409
240,462309
240,253926
240,425927
240,278633
240,71739
240,269836
240,285427
240,402005
240,511065
240,166841
241,249896
241,171441
241,35890
242,191867
242,387365
243,402432
243,19859
243,88842
243,151835
243,132111
244,214275
244,185443
244,378055
245,164338
245,164684
246,223336
246,3076
246,543133
247,285515
247,121532
248,254973
248,235693
249,395656
249,234826
250,267378
250,569726
251,373879
251,535455
252,433113
252,141202
252,46517
253,553298
253,110247
254,513248
254,302011
254,259227
255,389961
255,446052
256,45125
256,82354
256,377764
256,357997
257,112899
257,331413
257,446639
258,493189
258,400094
258,359430
259,180018
259,96391
259,166124
259,502141
259,279726
260,174528
260,305153
260,216224
260,93502
260,140650
260,407761
260,358709
260,432278
260,153397
260,316568
260,294936
260,561627
260,491005
260,272350
261,432064
261,199091
261,428213
262,68848
262,86867
263,30808
263,135408
264,61802
264,569460
264,521343
265,391730
265,214263
266,553181
266,58383
267,232649
267,536325
267,429553
268,104002
268,472051
268,285941
268,208261
268,419063
268,391769
269,573400
269,369041
269,523595
270,81746
270,185515
270,504293
271,266880
271,54526
272,318073
272,502497
273,12689
273,136522
273,23724
274,40809
274,136883
275,316123
275,269180
276,105490
276,395333
276,322534
277,159208
277,32481
277,131538
278,452044
278,545524
278,449885
278,17894
279,131214
279,495118
280,310390
280,147295
281,27240
281,16200
281,399535
282,185624
282,96636
283,242016
283,291594
283,286467
283,60740
284,501767
284,18303
285,559433
285,180883
285,195620
285,497718
286,198899
286,224533
287,215034
287,568543
288,19400
288,385689
289,571619
289,116662
290,361409
290,218723
290,449211
291,186612
291,400709
291,136839
292,140272
292,391771
293,246785
293,78851
293,109573
293,413710
293,359443
293,195603
293,307223
293,549912
293,299038
293,313377
293,434212
293,442405
293,89133
293,342071
293,561213
293,150593
293,242754
293,68674
293,319557
293,565324
293,510031
293,330831
293,500817
293,512083
293,387158
293,69723
293,186460
293,328797
293,546913
293,13410
293,325733
293,203878
293,478310
293,416870
293,87146
293,325741
293,145519
293,445554
293,263283
293,47221
293,345207
293,501881
293,63610
293,559227
293,514172
293,34941
293,473215
293,362627
293,572547
293,329863
293,397450
293,102540
293,270478
293,452752
293,354451
293,317596
293,324767
293,109728
293,241833
293,557230
293,454833
293,314548
293,317636
293,72900
293,403669
293,361685
293,142549
293,105689
293,412889
293,4315
293,477404
293,399581
293,187615
293,168169
293,66803
293,516340
293,150773
293,466169
293,230651
293,424189
293,22784
293,135424
293,296193
293,195844
293,255237
293,456966
293,12552
293,534795
293,239884
293,225554
293,126227
293,225560
293,312602
293,61725
293,176413
293,422175
293,535840
293,297254
293,235815
293,474406
293,267562
293,106796
293,399661
293,4402
293,543028
293,127284
293,464180
293,455991
293,465208
293,236860
293,407869
293,517438
293,303423
293,8514
293,259402
293,166221
293,364880
293,401744
293,322898
293,528726
293,274775
293,210268
293,14685
293,424286
293,28000
293,257376
293,202081
293,518499
293,356715
293,254315
293,299378
293,490867
293,350580
293,345459
293,61817
293,63871
293,186752
293,316803
293,534917
293,476550
293,192907
293,261517
293,82320
293,114067
293,375191
293,154009
293,59802
293,173467
293,498076
293,79265
293,406958
293,303535
293,106929
293,546231
293,253375
293,414151
293,35272
293,350665
293,283079
293,119243
293,391628
293,549324
293,238030
293,106967
293,537047
293,276953
293,69081
293,479707
293,553446
293,303596
293,381420
293,254448
293,372212
293,230902
293,244215
293,446969
293,84475
293,446974
293,111105
293,29185
293,301572
293,29191
293,466444
293,451086
293,197137
293,539153
293,50705
293,536084
293,107031
293,563738
293,542235
293,331292
293,238113
293,97826
293,154151
293,362023
293,98857
293,142889
293,565804
293,94765
293,163375
293,383542
293,478786
293,248387
293,394820
293,395845
293,82501
293,387658
293,499277
293,345677
293,353872
293,174673
293,165459
293,317018
293,10845
293,515679
293,129632
293,72298
293,248431
293,564849
293,290420
293,263798
293,397943
293,404103
293,517769
293,294538
293,533136
293,142999
293,413337
293,322202
293,104093
293,267936
293,516769
293,314017
293,506531
293,108193
293,93861
293,179877
293,426665
293,386732
293,516783
293,322226
293,497330
293,298676
293,145074
293,49851
293,286399
293,103106
293,248516
293,505549
293,504527
293,33490
293,75483
293,530141
293,527070
293,242402
293,84710
293,508647
293,463594
293,320241
293,225010
293,166646
293,567034
293,185083
293,571132
293,22273
293,251652
293,68357
293,506632
293,125705
293,540428
293,287501
293,344850
293,165650
293,545556
293,218900
293,51993
293,109337
293,81689
293,433945
293,44830
293,32545
293,39715
293,464676
293,97067
293,274223
293,412472
293,185146
293,502595
293,175940
293,93001
293,442189
293,299856
293,567120
293,89937
293,270162
293,517974
293,52056
293,345945
293,392044
293,466799
293,468860
293,193409
293,205698
293,560008
293,285584
293,163734
293,501656
293,557981
293,458654
293,111519
293,575399
293,207788
293,193457
293,312252
293,400316
293,60350
293,215999
293,108478
293,419779
293,120771
293,251844
293,405448
293,17355
293,548819
293,408536
293,13272
293,109528
293,62430
293,422886
293,361451
293,179180
293,183281
293,120820
293,158710
293,220159
294,44658
294,318486
295,18530
295,567493
296,468163
296,148013
297,364689
297,471820
298,436868
298,152421
299,233184
299,218065
300,237413
300,302933
301,238747
301,395907
301,29342
302,80177
302,87541
303,272411
303,206846
304,119440
304,112642
304,338396
304,294221
305,379389
305,324691
305,462892
305,371021
306,330612
306,412236
306,216941
307,256281
307,522077
308,172840
308,160269
308,150085
309,440225
309,102609
309,519277
310,24829
310,156421
311,109481
311,113802
312,279793
312,238355
313,78890
313,257882
314,354986
314,545716
314,24765
315,6832
315,313614
316,161445
316,202454
316,447727
317,335656
317,354170
317,512639
318,461041
318,402402
318,87153
319,59524
319,75893
319,293655
319,296057
319,429567
320,162856
320,498734
321,332218
321,455398
321,201263
322,228826
322,429573
323,290659
323,235797
324,331024
324,37349
324,365827
324,255077
325,526250
325,49819
325,200829
325,25551
326,138299
326,7340
326,515550
327,4416
327,556270
328,125411
328,88621
328,70006
329,128473
329,470755
330,292984
330,439314
330,559772
330,158421
331,197202
331,11942
332,459638
332,465590
332,507895
333,375432
333,38892
334,143965
334,267141
335,413513
335,160463
336,393570
336,69575
337,71328
337,554657
337,787
337,489911
337,218349
338,69889
338,499876
338,333991
338,241479
338,524746
338,476621
338,176624
338,23058
338,449013
338,537755
339,218656
339,298116
340,539873
340,488882
340,2983
341,35777
341,140279
341,542904
341,245036
341,453070
342,384084
342,238693
342,64680
342,573146
342,396412
343,560132
343,296613
344,72603
344,42989
344,102326
344,233055
345,228129
345,24602
345,556005
345,496632
345,534202
346,503788
346,417405
347,528776
347,483611
348,268506
348,573979
348,437405
348,503574
349,125683
349,243844
349,456037
349,265941
349,405450
349,39260
350,513442
350,506139
351,546385
351,446147
351,409276
352,294985
352,518034
352,16675
352,361958
353,94608
353,216275
353,269991
353,40489
353,447356
353,34269
353,443207
354,383298
354,505155
355,53386
355,573099
355,133422
356,315298
356,310549
356,561016
356,161305
356,557964
357,475898
357,345636
357,194677
358,350434
358,354002
359,16352
359,516444
360,273041
360,48877
360,554246
361,355073
361,89787
362,541976
362,261425
363,245145
363,102282
363,261434
364,344672
364,509653
364,476261
364,334455
364,162301
365,574298
365,230404
366,171698
366,201179
366,378023
367,457939
367,371742
368,68162
368,450099
368,23342
369,480872
369,517387
369,75648
370,85241
370,573627
370,205918
371,175492
371,362157
371,116430
372,89715
372,482440
372,334521
372,134122
372,270539
372,144014
373,109280
373,43298
373,59107
373,379076
373,177829
373,478342
373,551859
373,119860
373,458296
373,460924
373,187966
374,209618
374,103835
374,446150
374,329559
374,76395
374,502494
374,64751
375,473641
375,482074
375,344914
375,147902
376,450948
376,371622
376,484455
377,342697
377,529601
377,134823
378,363426
378,544719
378,96662
378,74839
379,106065
379,211206
380,115872
380,523555
381,435458
381,503791
382,386999
382,65719
383,165312
383,386434
383,437959
383,181900
383,79884
383,168528
383,196502
383,174680
383,310105
383,481252
383,46820
383,453286
383,496678
383,207659
383,70317
383,190638
383,358703
383,282991
383,552495
383,473138
383,118643
383,558645
383,22838
383,336311
383,339704
383,554233
383,509052
384,69184
384,176322
384,260739
384,413205
384,479465
385,268497
385,13562
386,340881
386,418124
387,500067
387,404447
388,323340
388,41631
389,41857
389,454020
389,188037
389,317450
389,195084
389,491086
389,46354
389,399896
389,7384
389,488829
389,230751
389,115746
389,329763
389,111782
389,258983
389,225198
389,168816
389,314674
389,558072
389,497593
389,37562
389,75643
389,147005
390,144538
390,340132
390,119701
391,119556
391,267783
391,512332
391,193805
391,31443
391,79508
391,528732
391,548902
391,80744
391,261101
391,1325
391,109745
391,246835
391,493943
391,388408
391,514554
391,337275
391,499004
392,3824
392,93441
392,18051
393,563581
393,289510
394,497805
394,377142
395,230400
395,480385
395,111048
395,184010
395,481297
395,411027
395,271509
395,485721
395,339993
395,173501
395,405988
395,91048
395,545704
395,116588
395,465837
395,102384
395,562802
395,525364
395,22198
395,511674
395,267131
395,402429
395,243774
396,378556
396,204725
397,262017
397,396162
397,262245
397,189223
397,448075
397,544399
397,333714
397,337427
397,563708
397,135070
398,190688
398,169179
398,141317
399,370208
399,114612
399,308852
399,278921
399,79628
400,20465
400,196247
401,502763
401,372604
401,480182
402,98765
402,232327
403,66427
403,413861
404,429552
404,483361
404,355430
405,431452
405,360598
406,480391
406,433070
406,574455
407,490488
407,415539
407,561661
407,169608
408,260546
408,278228
408,402758
409,495888
409,326113
409,226991
410,70152
410,147691
411,512096
411,25229
412,519360
412,120369
412,556338
412,397749
412,504827
413,415105
413,8533
414,223752
414,52550
415,489325
415,344958
416,348392
416,366532
416,140996
416,78471
417,7625
417,475725
418,480301
418,346606
418,457055
419,151168
419,156265
419,429470
420,221979
420,210734
421,364768
421,18059
422,512746
422,575404
423,85536
423,337479
424,351107
424,169941
425,163722
425,179951
426,395032
426,386319
427,207256
427,383751
427,159854
427,238280
428,181975
428,399222
428,282559
429,179796
429,343222
430,206272
430,439124
430,363944
431,245218
431,34869
431,453686
431,313755
431,209311
432,276867
432,477733
432,522766
433,337981
433,349719
434,251554
434,201091
434,87837
435,190723
435,367622
435,411654
435,510602
435,161420
435,503693
435,294415
435,418579
435,322324
435,209437
435,102813
435,462886
435,26283
435,251951
435,78384
435,400561
435,276023
435,10819
435,286672
435,162641
435,522584
435,234840
435,70879
435,488672
435,313953
435,463841
435,177127
435,276201
435,267116
435,317676
435,392941
435,485618
435,312564
435,230778
435,123131
436,229578
436,305107
436,248991
437,541707
437,426651
438,185010
438,478875
439,408346
439,87196
440,376779
440,195059
441,21979
441,482879
442,410550
442,202439
443,48059
443,126972
444,205140
444,549437
445,404300
445,329550
446,73138
446,237773
446,524694
447,285299
447,434124
448,221124
448,260821
448,544860
449,146650
449,89971
450,403970
450,516547
450,190665
450,242188
450,272591
450,563026
450,447000
450,495064
450,314526
450,29600
450,169381
450,188518
450,508006
450,453612
450,218673
450,231028
451,316746
451,254031
452,420753
452,254833
453,20746
453,90532
454,109929
454,226006
455,154268
455,71420
455,500805
456,475791
456,110348
456,174439
457,80833
457,113596
457,216869
458,19105
458,516684
458,107004
459,237121
459,176986
460,30915
460,436682
460,512106
460,59627
460,400496
460,230801
460,463666
460,97298
460,520852
460,371540
460,486384
460,62905
460,233372
461,168640
461,138648
461,166031
462,56915
462,211981
463,456282
463,78084
463,306470
464,277929
464,275323
465,563289
465,4529
466,294896
466,399629
466,219774
467,324913
467,495179
468,116347
468,461581
469,283377
469,77817
470,419681
470,446920
470,93195
470,231469
470,492945
470,550741
470,145211
470,102301
470,529663
471,145826
471,203638
472,399090
472,92962
472,397416
472,189213
473,518264
473,329034
473,537114
474,458581
474,297222
474,461399
475,162967
475,60285
475,355111
476,356816
476,447427
477,403664
477,550994
477,511414
478,480138
478,117955
478,370133
479,224288
479,441605
479,205510
479,271111
479,564142
479,214608
479,324307
479,126804
479,461719
480,210409
480,281370
481,165360
481,423731
481,115099
481,448707
481,370779
481,222925
482,437153
482,160153
483,377107
483,504764
483,324019
484,54817
484,87522
484,12259
484,474184
484,311919
485,321632
485,245690
486,324052
486,387620
487,124493
487,501758
488,453738
488,278902
489,131456
489,1419
490,455848
490,543151
491,222337
491,376373
491,218470
491,102365
491,224846
492,27888
492,11521
493,150929
493,328316
494,344312
494,95153
495,434195
495,221205
495,246519
496,141851
496,252276
497,278352
497,313865
497,482436
498,145689
498,186724
498,490465
499,127907
499,259197
499,275223
500,403587
500,422875
501,29802
501,511478
502,538264
502,440301
503,529144
503,230013
504,70437
504,337998
505,527810
505,441827
505,54697
505,261418
505,383787
505,469423
505,473180
505,424722
505,508855
505,317337
505,297658
505,223900
506,19264
506,52969
506,412633
507,381547
507,176037
507,134611
508,205777
508,557739
509,52209
509,10530
509,408050
509,250869
509,500393
510,422096
510,307578
510,56478
510,199974
511,104046
511,420239
512,71056
512,417235
512,11652
512,157991
512,565625
512,163757
513,559073
513,501668
513,68725
513,498756
513,518633
514,429897
514,209370
515,559313
515,7400
515,513369
515,386077
515,290846
516,537986
516,85459
516,71789
517,249632
517,539788
517,228221
517,26263
518,278659
518,4116
519,7865
519,437956
519,102814
520,51801
520,425708
520,297718
521,255280
521,139373
521,325581
521,198191
522,121609
522,401885
523,461928
523,272353
523,234272
524,286305
524,125156
524,174526
524,221321
524,105322
524,275209
524,421873
524,162197
524,565077
524,425238
524,484728
524,464921
524,109179
524,282331
525,373154
525,54177
525,112818
526,373504
526,131875
526,223267
526,350949
526,61351
526,334964
526,296054
526,73690
527,240304
527,58498
527,514246
528,491235
528,380403
528,413429
528,458297
528,10570
528,310078
529,183481
529,172306
529,508609
530,47144
530,380510
531,256592
531,110053
531,303034
531,292684
531,458158
531,401087
532,558864
532,287578
532,7282
532,470207
533,574625
533,473797
533,149374
534,563969
534,12293
534,536584
534,516618
534,142606
534,163855
534,61461
534,560668
534,449310
534,120871
534,346151
534,166188
534,537133
534,33587
534,224566
534,528695
534,26937
534,276794
534,530493
534,465470
534,351039
534,112191
534,176706
534,547397
534,93767
534,318793
534,344141
534,349007
534,42066
534,462675
534,300116
534,474964
534,83289
534,308063
534,161636
534,63332
534,353895
534,568685
534,171118
534,43886
534,225144
534,424313
534,524410
534,123261
534,326526
534,357762
534,100483
534,155269
534,372869
534,334994
