Node,Average Neighbor Degree
44903,2.75
396683,4.0
520599,5.0
363565,3.6
253769,4.5
354387,8.5
150443,6.666666666666667
138521,5.5
5301,1.0
402629,1.0
493215,3.4
80919,3.25
200839,8.5
172745,6.75
475167,3.0
311025,3.0
569955,1.0
530713,1.0
52763,6.857142857142857
23065,6.5
261519,3.0
310911,1.0
265930,6.5
296683,8.0
486875,3.3333333333333335
446372,5.5
138670,2.0
46942,4.5
362258,1.5
305849,2.0
272368,5.4
145545,3.4375
344444,2.0
352502,3.5
334832,3.0
138420,3.0
105772,3.25
347211,4.0
132922,2.8
520822,5.0
235028,1.3333333333333333
439363,2.5
203428,5.363636363636363
323709,7.5
102888,2.0
547044,1.6666666666666667
96579,2.0
469529,2.0
446894,2.0
519794,1.0
524507,2.5
217563,2.0
235877,4.0
551045,2.5
85845,7.2727272727272725
289811,7.583333333333333
290459,2.0
569407,1.5
322131,4.833333333333333
121035,3.6
474918,12.333333333333334
371106,11.733333333333333
391682,5.333333333333333
115314,2.923076923076923
349123,2.5
171714,2.0
236715,1.0
1061,3.0
511992,4.5
240928,5.5
507329,13.0
481266,10.23076923076923
144240,1.6666666666666667
560937,3.0
358713,1.4
420198,3.5
397789,3.0
486937,1.6666666666666667
144051,8.0
290770,6.363636363636363
17007,1.0
218158,3.0
297707,4.0
309570,4.0
371510,3.0
120061,3.0
140388,1.0
530319,1.0
513417,3.0
6367,2.6666666666666665
68107,1.6666666666666667
461303,2.0
129203,1.5
109109,1.5
62181,4.0
383735,2.0
208557,3.0
120225,1.3333333333333333
568794,3.0
565123,2.0
384387,1.0
39812,2.75
21054,3.5
417552,8.333333333333334
193308,5.583333333333333
12187,4.0
140098,5.333333333333333
8236,1.3333333333333333
417240,3.0
421423,5.6
136295,4.2
390944,7.5
549430,4.75
272775,5.285714285714286
170667,3.7142857142857144
234771,4.0
159947,5.2
442509,3.75
395468,2.6666666666666665
260612,1.0
22279,1.0
156936,1.0
188925,2.0
568576,4.0
456572,3.75
275307,1.3333333333333333
275133,3.0
204856,7.0
319705,1.5
555938,5.0
41530,1.8
90152,10.5
438649,7.2592592592592595
91229,2.0
101783,1.5
522179,10.363636363636363
474797,10.0
260087,2.5
360292,2.5
50266,4.555555555555555
32791,7.444444444444445
401709,1.0
538279,2.0
558896,1.0
23798,1.0
201807,2.25
570890,2.5
222554,2.8
554709,4.0
517418,3.5
245908,1.6666666666666667
458599,3.0
156994,4.0
387614,2.3333333333333335
262248,3.0
553983,2.0
556955,2.0
222833,3.25
359764,5.75
8020,2.25
356983,3.25
361576,2.0
464673,1.5
461217,3.125
416711,8.0
487954,4.5
151566,4.222222222222222
542491,3.5
28738,2.6666666666666665
79584,4.25
518693,6.333333333333333
253993,3.4
343726,5.0
445558,1.0
530832,1.0
507615,2.0
180952,1.5
278345,2.5
266865,2.3333333333333335
330983,7.555555555555555
424512,7.777777777777778
146825,3.0
80341,1.75
319231,2.5
102547,1.5
324109,2.0
367668,2.6666666666666665
227039,8.0
89464,3.375
387226,1.0
542087,1.0
454035,5.0
496712,1.8
416986,1.0
535208,1.0
413499,1.3333333333333333
507911,3.0
261306,5.428571428571429
54700,9.0
324459,8.5
563803,7.142857142857143
331449,4.2
361283,4.5
538783,5.166666666666667
550946,3.5
142654,2.0
58881,1.0
152201,2.6666666666666665
394647,2.2
545943,3.0
433866,3.3333333333333335
313678,4.666666666666667
343616,3.0
428083,4.0
395770,2.6
6260,2.2
18236,2.6666666666666665
235686,3.0
568874,4.5
389055,3.0
415019,4.666666666666667
444897,2.5
174759,2.5
50049,1.5
471007,9.0
161301,1.5
370262,2.0
282139,3.0
161693,7.5
125218,8.0
372941,2.0
79380,4.0
346131,3.5
353779,2.8
189543,3.0
542254,2.0
219968,4.333333333333333
344731,4.2
530166,4.666666666666667
530611,3.6666666666666665
503687,9.1
293670,8.083333333333334
442073,1.0
43443,1.0
507162,6.0
532610,1.5
522199,5.5
331221,2.0
123806,3.0
60783,1.3333333333333333
83013,3.0
518907,1.0
90656,3.0
421369,1.0
315101,1.5
290749,2.0
70487,2.4
419235,8.0
293780,2.0
106509,1.5
128672,1.0
201281,1.0
280762,2.5
31397,1.6666666666666667
49122,2.0
304486,3.3333333333333335
398928,2.5
557321,2.5
259569,2.5
154859,4.333333333333333
526085,3.5
352688,1.6666666666666667
30735,1.5
270421,2.5
173621,6.8
51417,8.5
502765,4.0
208012,1.8
211450,2.3333333333333335
330326,2.5
526610,5.5
531175,3.5555555555555554
520229,4.0
426585,4.0
34219,3.6666666666666665
459427,2.6666666666666665
101229,5.0
391849,3.0
439470,1.0
19291,1.0
240431,4.0
444912,4.0
4352,4.666666666666667
451733,7.375
341320,7.333333333333333
152685,1.8333333333333333
167550,3.7142857142857144
397253,7.0
58029,2.5
227395,2.6666666666666665
335669,3.0
18338,1.3333333333333333
556069,1.2857142857142858
351326,7.0
537340,1.5
24037,2.0
7924,1.0
318774,2.0
311762,4.166666666666667
433938,5.0
177080,2.5
274068,5.0
402073,1.0
50035,3.0
300104,3.8
172032,3.1666666666666665
230996,2.0
214622,2.3333333333333335
120371,4.0
287778,2.5
547416,4.333333333333333
191650,2.0
575374,5.0
153107,7.5
1498,4.0
364854,2.25
357920,2.2
166835,2.2857142857142856
164752,3.0
374446,1.6666666666666667
10745,5.2
175679,3.0
539426,1.5
455715,4.0
75440,1.5
433072,4.5
172792,1.0
446352,1.0
352503,11.75
426788,7.25
425851,7.333333333333333
74627,4.5
512561,1.0
231169,1.0
61971,2.8
539752,5.0
103619,2.6666666666666665
330888,3.0
140434,3.5
339258,2.5
182185,3.0
70886,8.0
182730,2.3333333333333335
33627,9.0
14836,4.0
500600,7.0
370183,6.0
413503,4.166666666666667
365288,2.4
61372,2.4
99661,4.0
351041,4.0
158741,2.3333333333333335
504321,5.5
543901,4.5
346203,2.6666666666666665
525450,5.0
69191,6.7
489691,2.25
126564,3.5
379272,1.0
567751,1.0
518517,1.0
186886,1.0
552913,1.0
460355,1.0
472539,2.5
562263,3.0
521182,1.0
209918,1.0
6227,4.142857142857143
305506,7.0
52480,8.823529411764707
408594,10.125
98119,6.0
254720,5.6
409219,2.0
566754,3.5
378659,1.5
88342,2.0
569302,5.153846153846154
219595,9.333333333333334
167193,1.25
11939,8.0
535440,4.5
553640,5.0
211497,5.4
212397,4.5
233415,1.5
461633,2.0
250562,3.0
199313,2.0
56136,3.75
528114,4.555555555555555
288017,2.0
27848,2.0
487035,4.5
313288,4.0
234574,2.5
502224,4.333333333333333
12896,3.0
556139,3.4
485181,1.0
18703,1.0
241190,9.666666666666666
363795,6.25
163106,1.3333333333333333
531405,2.0
233486,6.0
478473,5.333333333333333
93439,3.2222222222222223
340035,4.4
571495,2.8
419080,2.6666666666666665
205479,1.0
378,3.0
347360,1.0
445676,1.0
23000,1.0
527563,1.0
467140,5.111111111111111
569677,7.142857142857143
558414,7.0
124044,6.444444444444445
211051,4.0
176362,2.0
508888,3.0
570323,1.0
574662,5.5
443135,1.9
116481,2.5
509781,2.5
402498,3.0
256487,2.0
289588,1.75
384596,4.0
9675,1.0
263135,1.0
8021,2.0
59123,4.0
4554,4.5
219343,4.0
539989,2.0
175897,1.5
159379,5.8
536685,3.0
355776,6.0
562444,3.1666666666666665
187792,2.0
351909,1.5
124360,2.9
453675,10.0
330902,1.0
462969,1.0
198053,3.5
68407,3.3333333333333335
266361,1.0
279685,2.0
486747,9.642857142857142
156975,13.0
391487,1.0
485564,1.0
540674,3.8
510683,6.2
279001,3.8333333333333335
214165,6.0
512598,6.0
572489,3.3333333333333335
260753,8.666666666666666
239389,5.3
527466,8.714285714285714
391513,8.470588235294118
88501,1.5
290263,2.0
550502,2.3333333333333335
74805,3.0
219237,2.0
459327,1.0
325891,2.0
33917,2.0
289186,2.6666666666666665
315328,3.5
324004,2.0
10736,1.5
12556,2.0
414026,1.5
323481,10.333333333333334
48843,8.75
142609,2.5
440057,2.0
5564,6.555555555555555
529104,9.0
258351,6.0
168491,2.8333333333333335
557879,2.0
515808,4.0
440636,3.0
345849,2.6666666666666665
230780,6.666666666666667
477654,6.166666666666667
517511,1.5
558513,2.0
101420,6.933333333333334
155863,5.2
200673,3.2222222222222223
136302,6.5
207437,1.0
340779,1.0
391299,3.25
368937,4.0
353548,2.5
524755,2.0
536482,6.5
202513,3.0
401153,1.0
439132,1.0
515804,2.142857142857143
261830,11.0
482756,4.0
249626,1.25
105172,1.8333333333333333
365672,6.0
383063,5.0
372249,5.2
3887,4.5
414267,3.0
338943,7.142857142857143
427508,5.5
437396,2.0
256803,2.0
109638,3.8125
178098,7.5
65524,5.0
552341,3.0
68464,1.0
476378,1.0
72571,4.5
415810,4.0
339322,7.0
266449,6.0
246219,3.0
85315,3.6666666666666665
561160,4.5
361573,4.333333333333333
381558,3.6
540161,5.0
325421,1.6666666666666667
436207,2.5
522528,3.4444444444444446
241453,5.5
277368,1.5
344594,3.5
89733,5.8
194885,7.857142857142857
425123,2.7777777777777777
258136,6.5
62900,1.6666666666666667
314168,2.5
332306,2.0
376534,3.0
448967,1.5
103876,2.0
355019,2.0
108792,2.0
87866,3.0
189804,3.5
17506,2.0
106622,1.0
38368,3.0
2143,3.0
448898,4.5
574244,3.75
558275,4.0
398367,1.75
379373,5.0
30759,1.4
381870,2.0
354837,1.5
482782,2.0
402519,4.0
43473,8.0
310606,7.090909090909091
54915,6.25
248182,6.333333333333333
143661,3.0
119898,7.0
258531,2.5
531234,2.0
102450,10.6
336244,8.857142857142858
343085,3.0
418498,2.0
175160,1.6153846153846154
184843,26.0
400307,4.0
406327,2.6666666666666665
561006,2.6666666666666665
191911,3.0
208173,2.75
55626,4.428571428571429
91175,9.0
376672,1.8888888888888888
370282,9.333333333333334
315026,12.0
456627,1.0
162475,1.0
171722,5.666666666666667
21201,4.666666666666667
146624,4.5
294551,2.0
249540,9.333333333333334
81743,7.454545454545454
573316,7.666666666666667
557771,7.0
545779,2.2
6310,5.0
561045,8.333333333333334
304992,5.4
233581,9.090909090909092
275362,11.090909090909092
494517,3.4444444444444446
481972,4.6
282112,1.0
126769,1.0
360442,2.25
249239,4.0
160637,1.0
141761,1.0
312515,3.0
361201,1.6666666666666667
408544,3.3333333333333335
35901,1.5
427856,3.5
81181,2.4
89743,5.25
338998,3.5
216804,3.0
557284,3.0
72872,9.0
12291,9.25
230699,3.5
3176,4.25
127985,2.5
179165,2.0
77418,1.5
107350,2.0
291471,5.0
351312,4.0
306209,2.0
155662,2.0
550719,6.0
98290,1.5
98347,2.4
120706,5.333333333333333
315528,2.25
458654,3.5
237763,4.5
212870,3.375
167224,2.4
251669,4.0
138900,3.0
323084,1.3333333333333333
457590,6.0
269820,5.75
108782,8.285714285714286
338246,7.4
523862,3.0
48566,1.6666666666666667
499212,1.5
148077,1.5
421462,3.75
502029,4.0
380437,2.0
336363,2.3333333333333335
100834,3.0
507579,2.0
64483,1.5
395199,2.0
351027,2.3333333333333335
22694,3.0
285421,1.3333333333333333
343692,3.0
400415,5.0
472777,2.8
561013,1.5
517307,2.0
466324,3.0
532113,3.3333333333333335
427234,2.6666666666666665
260606,2.5
516361,1.5
118562,1.5
212304,3.0
543498,3.3333333333333335
178671,1.0
339717,1.0
243708,2.75
201158,4.0
176959,5.0
129908,2.4
4800,4.0
323907,2.25
78431,12.666666666666666
140633,1.0
511859,1.0
95082,1.5
466451,2.0
6511,6.166666666666667
501613,3.5
341143,8.0
245937,8.777777777777779
372181,1.0
207113,1.0
422927,1.0
77724,1.0
218324,1.0
121466,1.0
165723,2.0
208941,1.5
15000,1.6666666666666667
149935,2.0
497977,3.3333333333333335
278581,6.0
292598,1.0
468727,2.0
249188,6.0
98531,5.285714285714286
243244,5.4
111790,1.5
368247,3.5
43385,2.0
502357,1.0
554553,2.6666666666666665
338805,2.3333333333333335
291950,3.0
357031,2.3333333333333335
338863,1.5
304145,4.0
55655,1.0
516509,1.0
57692,3.2
278031,3.6666666666666665
123977,16.0
284719,1.375
30517,1.0
389047,2.0
499979,2.0
520970,1.5
130308,2.2
551241,1.75
409367,3.0
551800,3.6
565137,2.5
519706,2.0
168914,3.5
200924,3.0
18732,1.6666666666666667
337877,2.5
270093,4.0
60801,4.0
313088,3.0
77583,3.125
133672,3.2
41415,1.6666666666666667
139258,3.0
35797,3.5
504936,4.0
340034,10.125
503585,8.045454545454545
62807,4.0
466773,2.3333333333333335
529225,1.0
99876,1.0
549531,2.0
562012,2.0
243983,2.0
250277,3.5
48391,4.0
138845,8.0
209937,1.0
112284,1.0
270529,2.0
75524,2.0
501036,3.0
262141,5.666666666666667
191663,1.5
280006,1.5
261639,3.4444444444444446
79163,4.75
269175,5.375
477742,7.666666666666667
294836,1.0
539172,1.0
401664,2.5
447970,3.0
570437,3.0
308207,4.0
512410,7.0
453990,8.5
517190,10.666666666666666
233217,3.0
71629,1.0
146105,1.0
459440,1.0
126951,1.0
218042,2.2
563853,6.0
72623,1.6666666666666667
15130,3.0
40339,1.0
503806,2.0
482083,3.0
248510,4.0
200892,3.4
237617,2.8
401710,1.0
563756,1.0
489684,1.4
90494,3.5
232279,2.0
137332,1.5
532275,3.0
137448,2.6666666666666665
304405,4.0
479919,4.0
180595,2.0
104569,1.5
226798,1.5
148240,2.5
451490,3.0
519034,1.0
127995,5.6
356614,8.0
480469,4.166666666666667
184656,2.0
112229,2.5
433106,7.0
182827,1.6666666666666667
399287,3.0
100540,3.0
210901,5.5
46161,8.5
34286,1.2
215978,3.0
407545,3.0
452949,4.5
276650,3.3333333333333335
164363,3.0
496523,1.0
440712,1.0
304414,3.0
400881,5.333333333333333
561371,4.8
567935,4.0
78656,1.0
80604,1.0
239268,2.0
34063,2.0
316568,6.25
93502,4.666666666666667
389304,4.0
92016,3.25
116257,1.0
175565,2.0
128470,5.35
446693,20.0
423588,3.375
555793,5.0
272663,1.0
316136,1.0
287899,3.3333333333333335
207951,2.3333333333333335
190124,5.6
312670,3.5
262040,3.25
2062,4.333333333333333
390106,1.0
492691,2.0
331418,7.261904761904762
439264,10.125
138857,7.0
546633,1.1428571428571428
447254,6.0
516114,4.75
491183,1.0
179779,1.0
555148,6.0
80512,4.0
49712,8.3
25410,10.333333333333334
67530,8.333333333333334
135916,7.25
384654,4.5
229655,2.2
210076,2.0
427692,2.0
419116,1.0
474202,3.0
57868,1.0
574814,1.0
50415,2.3333333333333335
25896,6.0
270123,3.5
429904,4.0
256531,1.0
509031,4.0
183216,3.5
226412,2.25
542060,8.857142857142858
108122,7.777777777777778
311356,8.916666666666666
240937,10.727272727272727
401314,5.0
501911,3.2
119393,2.5
480441,2.0
242001,6.5
25051,4.25
61435,5.5
351470,1.0
236694,1.0
347770,3.5
58261,8.0
503179,3.4615384615384617
153254,6.666666666666667
56555,4.666666666666667
228252,2.0
560427,3.2
13401,3.0
341673,3.0
88405,1.3333333333333333
29123,2.0
318302,1.5
77694,2.5
93087,2.3333333333333335
172980,2.0
66439,4.0
263523,1.0
518211,1.0
572711,9.166666666666666
62284,5.5
153914,5.0
37487,2.5
516427,2.0
202528,1.0
469869,3.5
401335,2.0
206019,6.4
154264,6.25
521253,6.0
205403,2.6666666666666665
146408,1.0
64997,1.0
329232,6.5
305068,7.0
355318,3.0
480581,3.3333333333333335
544904,5.666666666666667
431453,5.375
181736,1.0
279309,1.0
523830,2.6666666666666665
524999,3.0
208194,3.7142857142857144
245031,7.666666666666667
353523,6.0
37669,3.5
130726,2.0
476760,7.0
487582,8.222222222222221
516236,3.6
120485,4.0
541471,1.25
422445,4.0
120199,5.0
285653,1.6666666666666667
122785,3.0
398357,5.125
43888,10.0
314538,1.0
214967,1.0
437089,2.0
87099,2.0
35519,2.5
93419,3.0
279786,4.0
340155,2.25
334958,4.714285714285714
361431,6.0
358323,1.0
62741,1.0
41362,5.777777777777778
209296,7.125
458975,7.333333333333333
45979,2.5
79199,2.0
137043,3.6
439826,4.5
262432,3.25
35886,3.8
127619,2.0
97714,1.5
195690,5.8
303660,3.5
79039,5.25
236968,4.625
460849,4.0
354003,3.1666666666666665
235094,2.0
124063,1.0
5382,3.25
389287,3.4
42461,4.818181818181818
468040,7.857142857142857
281311,2.75
488075,4.0
297675,7.0
520667,9.5
166263,3.0
242984,3.0
94717,1.0
14370,1.0
336156,8.0
62642,5.0
233558,7.0
268623,5.714285714285714
222021,7.0
44839,4.142857142857143
308756,2.0
187829,2.0
356746,9.0
542565,9.0
324414,7.75
35465,6.0
119422,2.0
296900,4.0
407467,3.0
379714,2.0
399559,4.5
173029,3.3333333333333335
318265,2.6666666666666665
404897,2.0
548928,1.75
150089,4.0
277473,2.888888888888889
85574,4.0
491390,1.0
301899,1.0
529313,2.0
393933,2.0
26130,2.5
522681,4.5
498201,5.5
384638,1.6666666666666667
138712,2.0
369236,1.0
216654,3.3333333333333335
177582,3.0
228705,2.0
255148,1.5
77545,12.75
528661,6.666666666666667
258903,6.5
170391,5.5
356102,6.133333333333334
80812,5.25
281648,10.666666666666666
70063,5.066666666666666
474454,2.0
340860,5.0
475445,2.0
109107,1.0
458735,1.0
111590,1.0
498476,6.714285714285714
497037,4.666666666666667
73056,3.4
47819,2.5
30687,5.333333333333333
564172,7.2
562537,9.23076923076923
537902,9.4
437059,1.6666666666666667
80767,3.0
327572,3.875
13927,4.666666666666667
91385,3.75
531892,3.5
52297,3.8333333333333335
402625,10.545454545454545
479050,2.0
3955,1.0
485050,2.5
34899,1.5
10423,4.5
257094,3.0
447036,2.5
453198,2.0
118443,3.5
89340,3.0
208531,2.5
72656,3.0
126610,6.571428571428571
237419,5.125
549030,1.5
547813,2.0
214453,5.0
499340,8.6
108636,7.75
470035,2.6666666666666665
105454,4.428571428571429
41560,4.0
367258,2.0
284732,2.0
239809,4.0
126623,5.666666666666667
273659,1.6666666666666667
278861,2.3333333333333335
222384,10.384615384615385
44293,12.444444444444445
564592,2.6
84457,4.0
219943,3.0
254048,1.0
164932,4.0
140345,2.4
28097,3.0
403916,2.4
173503,6.0
128542,3.5
463866,3.0
255124,5.0
465072,2.5
207760,2.0
529665,3.0
322894,3.5
457664,3.0
383456,2.5
231343,1.5
363918,2.0
136420,9.363636363636363
518302,12.0
200046,4.333333333333333
159230,6.0
150437,2.0
347854,2.0
377136,2.6666666666666665
50028,2.5
167609,2.0
313266,3.5
145272,2.5
39873,1.6666666666666667
413601,3.0
365679,3.0
60907,6.833333333333333
430508,5.2
357833,1.0
146728,1.0
493760,2.0
276139,1.5
504663,2.0
301765,2.0
140513,2.5
50517,1.3333333333333333
189182,5.375
76875,7.25
528091,2.3333333333333335
442597,2.5
168982,2.0
336934,1.5
317104,4.0
256907,3.4
483542,5.333333333333333
364706,13.666666666666666
91921,1.0
225468,1.0
318032,4.333333333333333
539790,2.3333333333333335
173025,1.5
149861,2.0
483317,2.0
131390,1.0
168996,7.333333333333333
452912,7.888888888888889
460635,4.666666666666667
336102,5.0
24077,6.111111111111111
85008,8.2
111456,2.0
524223,1.0
181689,3.2857142857142856
352042,3.0
454911,6.2
16457,4.2
87542,2.75
292924,3.4
420202,5.0
480846,2.4
391146,3.5
104212,6.0
432355,1.0
128378,2.0
237431,1.6666666666666667
156907,3.0
119405,5.0
541962,3.3333333333333335
221866,8.333333333333334
183755,8.0
